Country,EdLevel,DevType,LanguageHaveWorkedWith,RemoteWork,ConvertedCompYearly,YearsCodePro
Canada,Master's,"Developer, full-stack",Bash/Shell (all shells);C#;Go;HTML/CSS;Java;JavaScript;PowerShell;TypeScript,Remote,123578.0,10
Netherlands,Master's,"Developer, full-stack",Bash/Shell (all shells);Java,Remote,161109.0,5
"Venezuela, Bolivarian Republic of...",Bachelor's,"Developer, back-end",Go;HTML/CSS;JavaScript;Python,Remote,15600.0,
Finland,Bachelor's,"Developer, game or graphics",C#;HTML/CSS;Python,"Hybrid (some remote, some in-person)",46185.0,8
UK,Bachelor's,"Developer, full-stack",Bash/Shell (all shells);Delphi;HTML/CSS;JavaScript;PHP;PowerShell;SQL,In-person,63694.0,20
UK,Bachelor's,"Developer, back-end",Bash/Shell (all shells);Go;Java;PowerShell;SQL,"Hybrid (some remote, some in-person)",73885.0,
USA,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",Educator,Assembly;Bash/Shell (all shells);C;C++;Cobol;Go;Haskell;HTML/CSS;Java;JavaScript;MicroPython;Python;Rust;SQL,"Hybrid (some remote, some in-person)",145000.0,17
USA,Bachelor's,"Developer, desktop or enterprise applications",Bash/Shell (all shells);C#;HTML/CSS;JavaScript;MicroPython;PowerShell;Python;SQL;TypeScript;VBA;Visual Basic (.Net),In-person,92000.0,12
UK,Bachelor's,"Developer, full-stack",Haskell;TypeScript,Remote,80254.0,10
USA,Some College,Project manager,C#;Fortran;Python;SQL,In-person,118106.0,5
USA,Bachelor's,"Developer, full-stack",Bash/Shell (all shells);C;C++;Go;HTML/CSS;Java;JavaScript;Python;SQL;TypeScript,"Hybrid (some remote, some in-person)",200000.0,
Italy,Associate,"Developer, full-stack",C#;Go;HTML/CSS;JavaScript;Lua;PHP;Python;TypeScript,In-person,32222.0,9
USA,Bachelor's,"Developer, full-stack",HTML/CSS;Python;TypeScript,Remote,110000.0,12
Sweden,Secondary School,"Developer, embedded applications or devices",Bash/Shell (all shells);C;C++,In-person,76307.0,6
Nicaragua,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",Data scientist or machine learning specialist,R,In-person,72600.0,23
Cyprus,Bachelor's,Engineering manager,Bash/Shell (all shells);Go;Python;SQL,Remote,161109.0,15
USA,Bachelor's,Other (please specify):,Bash/Shell (all shells);C#;HTML/CSS;JavaScript;PowerShell;Python;SQL,Remote,215000.0,3
USA,Master's,"Developer, full-stack",C#;HTML/CSS;JavaScript;Kotlin;Objective-C;Swift;TypeScript,Remote,145000.0,7
India,Bachelor's,"Developer, full-stack",HTML/CSS;Java;JavaScript;Ruby;SQL,In-person,41872.0,5
Czech Republic,Master's,Research & Development role,Assembly;Bash/Shell (all shells);C;C#;C++;Go;HTML/CSS;Lua;PowerShell;Python;Rust;SQL,"Hybrid (some remote, some in-person)",3040.0,6
USA,Master's,"Senior Executive (C-Suite, VP, etc.)",Cobol;Java;JavaScript;Python;SQL,"Hybrid (some remote, some in-person)",1000000.0,7
USA,Bachelor's,Engineering manager,Bash/Shell (all shells);C;Go;Groovy;HTML/CSS;JavaScript;Python;Rust;SQL;TypeScript,Remote,195000.0,31
USA,Bachelor's,Developer Experience,JavaScript;Python,"Hybrid (some remote, some in-person)",165000.0,11
Netherlands,Some College,"Developer, full-stack",Assembly;Bash/Shell (all shells);C;C++;HTML/CSS;Java;JavaScript;Objective-C;Perl;PHP;SQL,"Hybrid (some remote, some in-person)",36518.0,14
South Africa,Master's,Data scientist or machine learning specialist,Bash/Shell (all shells);Go;HTML/CSS;Java;JavaScript;Python;Scala;SQL,"Hybrid (some remote, some in-person)",75332.0,10
Pakistan,Bachelor's,"Developer, back-end",C#;JavaScript;TypeScript,In-person,12921.0,2
Ukraine,Bachelor's,"Developer, front-end",HTML/CSS;JavaScript;TypeScript,Remote,24000.0,18
USA,Bachelor's,Research & Development role,Assembly;C;Python,"Hybrid (some remote, some in-person)",127000.0,20
USA,Bachelor's,"Developer, full-stack",Bash/Shell (all shells);C#;HTML/CSS;JavaScript;PowerShell;Rust;TypeScript,Remote,98000.0,3
USA,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",Project manager,Bash/Shell (all shells);JavaScript;Lisp;Python;Rust;SQL,"Hybrid (some remote, some in-person)",90000.0,8
France,Master's,"Developer, full-stack",Java,"Hybrid (some remote, some in-person)",53703.0,4
USA,Master's,"Developer, front-end",JavaScript;Rust;TypeScript,Remote,175000.0,25
USA,Bachelor's,"Developer, QA or test",Bash/Shell (all shells);C#;Groovy;HTML/CSS;JavaScript;Kotlin;Python;R;SQL;Swift;TypeScript,"Hybrid (some remote, some in-person)",159000.0,Less than 1 year
UK,Master's,"Developer, full-stack",C#;HTML/CSS;SQL,"Hybrid (some remote, some in-person)",127388.0,
UK,Some College,"Developer, full-stack",C;C#;HTML/CSS;JavaScript;PHP;SQL;TypeScript;Visual Basic (.Net),Remote,76433.0,19
Nicaragua,Bachelor's,Cloud infrastructure engineer,C;Go;JavaScript;Ruby,Remote,211000.0,2
Romania,Bachelor's,"Developer, back-end",HTML/CSS;Java;JavaScript;SQL;TypeScript,"Hybrid (some remote, some in-person)",15536.0,20
Canada,Bachelor's,"Developer, back-end",Bash/Shell (all shells);HTML/CSS;Java;JavaScript;Kotlin;Python;Scala;TypeScript,"Hybrid (some remote, some in-person)",327118.0,18
USA,Bachelor's,Engineering manager,C#;C++;Python,Remote,257695.0,34
France,Master's,"Developer, embedded applications or devices",C;C++;Java;JavaScript;PHP;PowerShell;Python;SQL,In-person,71962.0,15
Germany,Master's,"Developer, full-stack",Bash/Shell (all shells);Java;SQL,"Hybrid (some remote, some in-person)",54777.0,6
Israel,Secondary School,"Developer, full-stack",HTML/CSS;JavaScript;Python;SQL;TypeScript,"Hybrid (some remote, some in-person)",100381.0,15
Finland,Master's,"Developer, desktop or enterprise applications",C#;C++;PowerShell;SQL,"Hybrid (some remote, some in-person)",80555.0,6
Finland,Some College,"Developer, back-end",Bash/Shell (all shells);Go;JavaScript;Python;SQL;TypeScript,Remote,239516.0,5
Netherlands,Bachelor's,"Developer, back-end",C#;Rust,"Hybrid (some remote, some in-person)",60147.0,30
USA,Some College,"Developer, full-stack",C#;HTML/CSS;Java;JavaScript;PowerShell;Python;SQL;TypeScript,"Hybrid (some remote, some in-person)",170000.0,
Switzerland,Associate,"Developer, full-stack",Bash/Shell (all shells);HTML/CSS;JavaScript;Lua;TypeScript,"Hybrid (some remote, some in-person)",89134.0,12
Serbia,Master's,"Developer, front-end",HTML/CSS;JavaScript;SQL;TypeScript,Remote,413.0,3
USA,Some College,"Developer, full-stack",C#;GDScript;HTML/CSS;JavaScript;SQL;TypeScript,Remote,190000.0,24
Croatia,Bachelor's,Student,Bash/Shell (all shells);C;C++;Java;PHP;PowerShell;Python;TypeScript,"Hybrid (some remote, some in-person)",167554.0,29
Poland,Master's,"Developer, game or graphics",Assembly;C;C++;Haskell;Python;Zig,Remote,38604.0,30
Portugal,Some College,"Developer, back-end",Bash/Shell (all shells);HTML/CSS;JavaScript;PHP;SQL,"Hybrid (some remote, some in-person)",83777.0,6
Netherlands,Bachelor's,"Developer, full-stack",HTML/CSS;JavaScript;TypeScript,"Hybrid (some remote, some in-person)",38666.0,9
USA,Bachelor's,Security professional,Bash/Shell (all shells);C;Python,In-person,120000.0,
UK,Bachelor's,"Developer, mobile",Kotlin,Remote,112101.0,21
USA,Bachelor's,"Engineer, site reliability",Python,In-person,85000.0,7
Brazil,Bachelor's,"Developer, full-stack",HTML/CSS;JavaScript;SQL;TypeScript,Remote,34609.0,12
USA,Bachelor's,"Developer, embedded applications or devices",C;C#;Dart;JavaScript;PowerShell;Python;SQL;TypeScript,Remote,160000.0,5
Ukraine,Master's,"Developer, back-end",Bash/Shell (all shells);C;C#;JavaScript;Ruby,Remote,10000.0,10
Ukraine,Master's,"Developer, full-stack",JavaScript;SQL;TypeScript,Remote,1500.0,24
Sweden,Secondary School,"Developer, embedded applications or devices",Bash/Shell (all shells);C;C++,In-person,76307.0,4
Israel,Bachelor's,"Developer, full-stack",HTML/CSS;JavaScript;PHP;Swift;TypeScript,In-person,1889.0,10
Hungary,Bachelor's,"Developer, full-stack",C++;Go;HTML/CSS;JavaScript;Python;Rust;SQL;TypeScript,Remote,45655.0,1
Spain,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)","Developer, full-stack",Bash/Shell (all shells);HTML/CSS;JavaScript;PHP;Python;SQL;TypeScript,"Hybrid (some remote, some in-person)",19333.0,
USA,Bachelor's,"Developer, full-stack",C#;HTML/CSS;JavaScript;PowerShell;SQL;TypeScript,Remote,174000.0,19
USA,Something else,Project manager,PHP,Remote,90000.0,24
USA,Master's,"Developer, embedded applications or devices",C++;Python,In-person,500000.0,5
Portugal,Master's,"Developer, front-end",HTML/CSS;JavaScript;PHP,"Hybrid (some remote, some in-person)",26852.0,4
Netherlands,Secondary School,"Developer, desktop or enterprise applications",PowerShell,"Hybrid (some remote, some in-person)",53703.0,
Germany,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)","Developer, full-stack",C;C#;HTML/CSS;Java;Python;Rust,Remote,268515.0,3
USA,Bachelor's,"Developer, back-end",Java;Python,"Hybrid (some remote, some in-person)",250.0,15
USA,Bachelor's,"Developer, full-stack",Bash/Shell (all shells);C++;HTML/CSS;Java;JavaScript;PHP;PowerShell;Python;Ruby;SQL;TypeScript,"Hybrid (some remote, some in-person)",119000.0,2
Israel,Bachelor's,Data scientist or machine learning specialist,Bash/Shell (all shells);Python;SQL,"Hybrid (some remote, some in-person)",183493.0,20
Russian Federation,Bachelor's,DevOps specialist,Bash/Shell (all shells);HTML/CSS;Java;JavaScript;PHP;PowerShell;Python;SQL,"Hybrid (some remote, some in-person)",33613.0,15
Portugal,Some College,DevOps specialist,HTML/CSS;JavaScript;Python;SQL,"Hybrid (some remote, some in-person)",33296.0,28
USA,Some College,"Developer, full-stack",JavaScript;PowerShell;Python;SQL;Swift,"Hybrid (some remote, some in-person)",80000.0,
USA,Bachelor's,Other (please specify):,Python,Remote,220000.0,21
USA,Bachelor's,"Developer, full-stack",SQL;VBA,Remote,100000.0,5
Spain,Master's,"Developer, back-end",C#;Python;SQL,Remote,51555.0,32
France,Master's,"Developer, back-end",Bash/Shell (all shells);GDScript;Java;Scala,"Hybrid (some remote, some in-person)",19333.0,Less than 1 year
USA,Associate,"Developer, full-stack",Groovy;JavaScript;Python;R;SQL,Remote,170000.0,
USA,Master's,"Developer, full-stack",Bash/Shell (all shells);Go;HTML/CSS;Java;JavaScript;Objective-C;PHP;PowerShell;Python;R;Ruby;Rust;SQL;TypeScript,"Hybrid (some remote, some in-person)",126000.0,
USA,Some College,"Developer, full-stack",Bash/Shell (all shells);C#;HTML/CSS;JavaScript;PHP;PowerShell;Python;SQL;TypeScript;Visual Basic (.Net),In-person,78000.0,2
USA,Bachelor's,Product manager,Bash/Shell (all shells);HTML/CSS;JavaScript;Kotlin;SQL;TypeScript,"Hybrid (some remote, some in-person)",80000.0,37
Bangladesh,Master's,"Developer, back-end",Java;JavaScript;PHP;Python;SQL,"Hybrid (some remote, some in-person)",23454.0,4
"Iran, Islamic Republic of...",Bachelor's,"Developer, mobile",Swift,Remote,60000.0,23
India,Bachelor's,"Developer, full-stack",JavaScript;TypeScript,In-person,8614.0,15
Cyprus,Master's,"Developer, desktop or enterprise applications",Python,In-person,83777.0,9
Canada,Master's,"Developer, full-stack",C;Java;JavaScript;Python;SQL;TypeScript,Remote,218079.0,2
Indonesia,Master's,Educator,HTML/CSS;JavaScript;Python;SQL;TypeScript,"Hybrid (some remote, some in-person)",22079.0,27
Denmark,Master's,Engineering manager,C;C++;Dart;Go;HTML/CSS;JavaScript;Python;SQL;TypeScript,"Hybrid (some remote, some in-person)",129602.0,5
France,Master's,"Developer, full-stack",C#;HTML/CSS;JavaScript;SQL,"Hybrid (some remote, some in-person)",93642.0,13
Netherlands,Master's,"Developer, full-stack",Bash/Shell (all shells);HTML/CSS;JavaScript;PowerShell;Python;SQL;TypeScript,In-person,66162.0,2
South Africa,Some College,"Developer, full-stack",C#;Delphi;HTML/CSS;JavaScript;PHP;Python;SQL;TypeScript,Remote,64570.0,Less than 1 year
Netherlands,Some College,"Developer, full-stack",C#;HTML/CSS;TypeScript,"Hybrid (some remote, some in-person)",53703.0,28
Japan,Bachelor's,"Developer, full-stack",HTML/CSS;JavaScript;Ruby;TypeScript,"Hybrid (some remote, some in-person)",66826.0,8
Slovenia,Some College,"Developer, desktop or enterprise applications",C#;Delphi;JavaScript;PHP,"Hybrid (some remote, some in-person)",26852.0,10
UK,Bachelor's,Cloud infrastructure engineer,Bash/Shell (all shells);JavaScript;Python,Remote,152865.0,2
Poland,Master's,"Developer, full-stack",C#;HTML/CSS;JavaScript;PHP;PowerShell;Python;SQL;TypeScript,"Hybrid (some remote, some in-person)",3465.0,22
USA,Master's,Academic researcher,Rust,"Hybrid (some remote, some in-person)",45000.0,16
UK,Master's,Data or business analyst,Bash/Shell (all shells);Julia;Lua;Python;R;SQL,"Hybrid (some remote, some in-person)",75159.0,14
Netherlands,Master's,"Developer, full-stack",HTML/CSS;JavaScript;Python;SQL;TypeScript,"Hybrid (some remote, some in-person)",69814.0,9
USA,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",Academic researcher,Bash/Shell (all shells);C;C#;Java;Perl;PHP;SQL,Remote,90000.0,10
USA,Bachelor's,"Developer, full-stack",C#;HTML/CSS;JavaScript;TypeScript,Remote,130000.0,6
UK,Bachelor's,DevOps specialist,Bash/Shell (all shells);Go;HTML/CSS;Java;JavaScript;Lua;PowerShell;Python;Rust;SQL;TypeScript,"Hybrid (some remote, some in-person)",44586.0,5
USA,Bachelor's,"Developer, back-end",Apex;C#;Ruby,Remote,250000.0,5
Germany,Bachelor's,"Developer, desktop or enterprise applications",C;C#;C++;Delphi;HTML/CSS;Java;JavaScript;PHP;PowerShell;Python;Rust;SQL,"Hybrid (some remote, some in-person)",75184.0,3
Poland,Secondary School,"Developer, mobile",Bash/Shell (all shells);Java;Kotlin,Remote,91809.0,
USA,Master's,"Developer, back-end",Bash/Shell (all shells);HTML/CSS;JavaScript;Python;SQL,Remote,73500.0,5
USA,Master's,"Developer, full-stack",HTML/CSS;JavaScript;Python;TypeScript,Remote,155000.0,4
Bosnia and Herzegovina,Bachelor's,"Developer, mobile",Bash/Shell (all shells);SQL;Swift,"Hybrid (some remote, some in-person)",2468.0,Less than 1 year
Switzerland,Master's,"Developer, full-stack",C#;C++;HTML/CSS;JavaScript;Python;Rust;TypeScript,"Hybrid (some remote, some in-person)",122559.0,5
USA,Bachelor's,"Developer, back-end",C#;JavaScript;PowerShell;SQL;TypeScript,Remote,184000.0,18
Israel,Some College,"Developer, embedded applications or devices",C;C++;JavaScript,"Hybrid (some remote, some in-person)",87429.0,31
USA,Bachelor's,"Developer, back-end",Bash/Shell (all shells);C;Go;HTML/CSS;Objective-C;Python;SQL;VBA,Remote,150000.0,
Poland,Some College,Student,Bash/Shell (all shells);C++;HTML/CSS;Java;Python;Rust;SQL,"Hybrid (some remote, some in-person)",8909.0,16
Saudi Arabia,Master's,"Developer, mobile",Kotlin,In-person,210645.0,4
USA,Bachelor's,"Developer, full-stack",Bash/Shell (all shells);HTML/CSS;Java;JavaScript;SQL;TypeScript,Remote,130000.0,6
UK,Associate,"Developer, full-stack",C#;GDScript;JavaScript;Kotlin;Python;TypeScript,Remote,101910.0,19
France,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)","Developer, full-stack",Bash/Shell (all shells);HTML/CSS;Java;JavaScript;PowerShell;Python;Rust;SQL;TypeScript,Remote,79481.0,9
India,Bachelor's,"Developer, full-stack",Bash/Shell (all shells);C;C++;Go;Java;JavaScript;Python;Ruby;Rust,In-person,17945.0,
South Africa,Secondary School,"Developer, full-stack",Delphi;HTML/CSS;JavaScript;PHP;Python;SQL;TypeScript,Remote,4843.0,21
Ukraine,Master's,"Developer, mobile",Swift,Remote,63600.0,Less than 1 year
Czech Republic,Master's,"Developer, desktop or enterprise applications",Delphi;SQL,Remote,34748.0,
USA,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",Scientist,Python;R;SQL,"Hybrid (some remote, some in-person)",75000.0,7
UK,Master's,"Developer, game or graphics",C++;Go,"Hybrid (some remote, some in-person)",63694.0,10
USA,Associate,"Developer, full-stack",C#;HTML/CSS;SQL,In-person,80000.0,10
Germany,Secondary School,System administrator,Bash/Shell (all shells);Go;Lua;Rust,"Hybrid (some remote, some in-person)",7733.0,20
Mexico,Bachelor's,"Developer, full-stack",C#;JavaScript;PowerShell;SQL;TypeScript,Remote,49354.0,9
USA,Bachelor's,"Developer, full-stack",Bash/Shell (all shells);HTML/CSS;Java;JavaScript;Perl;Python;Ruby;VBA,Remote,160000.0,10
Ukraine,Bachelor's,"Developer, full-stack",C#;HTML/CSS;JavaScript;Visual Basic (.Net),Remote,4937.0,27
Bulgaria,Bachelor's,"Developer, back-end",Bash/Shell (all shells);Go;JavaScript;Python;SQL;TypeScript,"Hybrid (some remote, some in-person)",82384.0,14
USA,Master's,"Developer, AI",Bash/Shell (all shells);C;Lisp;MATLAB;Python;SQL,Remote,130000.0,12
USA,Primary School,"Developer, full-stack",Assembly;Bash/Shell (all shells);C#;Go;JavaScript;Python;Rust;TypeScript,Remote,132612.0,17
Russian Federation,Master's,"Developer, back-end",Python,Remote,47059.0,
Philippines,Bachelor's,"Developer, back-end",Python;SQL,Remote,25532.0,27
Ukraine,Master's,"Developer, full-stack",C#;HTML/CSS;JavaScript;SQL;TypeScript,Remote,15876.0,
USA,Bachelor's,"Developer, back-end",Bash/Shell (all shells);C#;C++;Groovy;HTML/CSS;Java;JavaScript;PowerShell;Python;SQL,"Hybrid (some remote, some in-person)",73000.0,10
Poland,Bachelor's,"Developer, full-stack",HTML/CSS;JavaScript;SQL,Remote,28458.0,33
USA,Bachelor's,"Developer, full-stack",JavaScript;Python;SQL,"Hybrid (some remote, some in-person)",110000.0,17
Russian Federation,Some College,"Developer, full-stack",Bash/Shell (all shells);HTML/CSS;JavaScript;Python;SQL,Remote,26891.0,13
Bangladesh,Bachelor's,DevOps specialist,JavaScript;Python;SQL;TypeScript,Remote,45000.0,
Poland,Master's,Engineering manager,Bash/Shell (all shells);C#;HTML/CSS;Java;JavaScript;MATLAB;Perl;PHP;PowerShell;Python;SQL;TypeScript,"Hybrid (some remote, some in-person)",214812.0,15
Germany,Master's,"Developer, embedded applications or devices",Bash/Shell (all shells);C;C++;Python,"Hybrid (some remote, some in-person)",64444.0,27
Canada,Something else,DevOps specialist,Bash/Shell (all shells);Go;Groovy;Java;JavaScript;Python;SQL;TypeScript,"Hybrid (some remote, some in-person)",145386.0,20
USA,Some College,Cloud infrastructure engineer,Bash/Shell (all shells);Go;Python;SQL,"Hybrid (some remote, some in-person)",250000.0,25
Thailand,Bachelor's,"Developer, front-end",Bash/Shell (all shells);Erlang;Haskell;HTML/CSS;JavaScript;Lua;OCaml;PHP;SQL;TypeScript,Remote,15000.0,4
Canada,Bachelor's,"Developer, back-end",Bash/Shell (all shells);C#;HTML/CSS;Python;Rust;SQL,Remote,96937.0,
Germany,Bachelor's,"Developer, full-stack",Bash/Shell (all shells);HTML/CSS;Java;JavaScript;PowerShell;Python;SQL,Remote,70888.0,20
USA,Bachelor's,"Developer, full-stack",Bash/Shell (all shells);Go;Java;JavaScript;Kotlin;Python;Rust;SQL;TypeScript,Remote,140000.0,7
Italy,Bachelor's,"Developer, desktop or enterprise applications",C#;F#;Lua;SQL,"Hybrid (some remote, some in-person)",37592.0,25
UK,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)","Developer, desktop or enterprise applications",C++;HTML/CSS;JavaScript;PowerShell;Python;TypeScript,"Hybrid (some remote, some in-person)",117197.0,30
USA,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)","Developer, back-end",Bash/Shell (all shells);Java;JavaScript;SQL;TypeScript,"Hybrid (some remote, some in-person)",175000.0,18
USA,Master's,"Developer, embedded applications or devices",Assembly;Bash/Shell (all shells);C;C++;HTML/CSS;Python;TypeScript,In-person,123000.0,9
UK,Master's,"Developer, back-end",Java;JavaScript;SQL,Remote,98089.0,12
